GenomeID	Entry	Entry name	Status	Protein names	Gene names	Length	Proteomes
YLR178C	P14306	CPYI_YEAST	reviewed	Carboxypeptidase Y inhibitor (CPY inhibitor) (CDC25 suppressor 1) (I(C)) (Ic) (Protein DKA1) (Protein NSP1)	TFS1 DKA1 NSP1 YLR178C L9470.19	219	UP000002311: Chromosome XII
YLR182W	P09959	SWI6_YEAST	reviewed	Regulatory protein SWI6 (Cell-cycle box factor subunit SWI6) (MBF subunit P90) (Trans-acting activator of HO endonuclease gene)	SWI6 YLR182W L9470.8	803	UP000002311: Chromosome XII
YLR185W	P49166	RL37A_YEAST	reviewed	60S ribosomal protein L37-A (L43) (Large ribosomal subunit protein eL37-A) (YL35) (YP55)	RPL37A RPL35A YLR185W L9470.6	88	UP000002311: Chromosome XII
YLR191W	P80667	PEX13_YEAST	reviewed	Peroxisomal membrane protein PAS20 (Peroxin-13)	PEX13 PAS20 YLR191W L9470.1	386	UP000002311: Chromosome XII
YLR197W	Q12460	NOP56_YEAST	reviewed	Nucleolar protein 56 (Ribosome biosynthesis protein SIK1) (Suppressor of I kappa b protein 1)	NOP56 SIK1 YLR197W L8167.9	504	UP000002311: Chromosome XII
YLR200W	P52553	PFD6_YEAST	reviewed	Prefoldin subunit 6 (Genes involved in microtubule biogenesis protein 1) (Gim complex subunit 1) (GimC subunit 1)	YKE2 GIM1 PFD6 YLR200W L8167.8	114	UP000002311: Chromosome XII
YLR207W	Q05787	HRD3_YEAST	reviewed	ERAD-associated E3 ubiquitin-protein ligase component HRD3 (HMG-CoA reductase degradation protein 3)	HRD3 YLR207W	833	UP000002311: Chromosome XII
YLR210W	P24871	CG24_YEAST	reviewed	G2/mitotic-specific cyclin-4	CLB4 YLR210W L8167.3	460	UP000002311: Chromosome XII
YLR212C	P53378	TBG_YEAST	reviewed	Tubulin gamma chain (Gamma-tubulin)	TUB4 YLR212C L8167.21	473	UP000002311: Chromosome XII
YLR216C	P53691	PPID_YEAST	reviewed	Peptidyl-prolyl cis-trans isomerase CPR6 (PPIase CPR6) (EC 5.2.1.8) (Rotamase CPR6)	CPR6 YLR216C L8167.24	371	UP000002311: Chromosome XII
YLR226W	Q05949	BUR2_YEAST	reviewed	Protein BUR2 (Bypass UAS requirement protein 2) (Chromosome stability protein 4)	BUR2 CST4 YLR226W	395	UP000002311: Chromosome XII
YLR229C	P19073	CDC42_YEAST	reviewed	Cell division control protein 42 (Suppressor of RHO3 protein 2)	CDC42 SRO2 YLR229C L8083.13	191	UP000002311: Chromosome XII
YLR233C	P17214	EST1_YEAST	reviewed	Telomere elongation protein EST1 (Ever shorter telomeres protein 1)	EST1 YLR233C L8083.15	699	UP000002311: Chromosome XII
YLR234W	P13099	TOP3_YEAST	reviewed	DNA topoisomerase 3 (EC 5.6.2.1) (DNA topoisomerase III)	TOP3 EDR1 YLR234W L8083.3	656	UP000002311: Chromosome XII
YLR240W	P22543	VPS34_YEAST	reviewed	Phosphatidylinositol 3-kinase VPS34 (PI3-kinase VPS34) (PI3K VPS34) (PtdIns-3-kinase VPS34) (EC 2.7.1.137) (Carboxypeptidase Y-deficient protein 15) (Vacuolar protein sorting-associated protein 34) (Vacuolar protein-targeting protein 29)	VPS34 END12 PEP15 VPL7 VPT29 YLR240W L9672.10	875	UP000002311: Chromosome XII
YLR245C	Q06549	CDD_YEAST	reviewed	Cytidine deaminase (CDA) (EC 3.5.4.5) (Cytidine aminohydrolase)	CDD1 YLR245C L9672.13	142	UP000002311: Chromosome XII
YLR249W	P16521	EF3A_YEAST	reviewed	Elongation factor 3A (EF-3) (EF-3A) (Eukaryotic elongation factor 3) (eEF3) (Translation elongation factor 3A) (Yeast elongation factor 3)	YEF3 EFC1 TEF3 YEF3A YLR249W L9672.5	1044	UP000002311: Chromosome XII
YLR256W	P0CE41	HAP1_YEAST	reviewed	Heme-responsive zinc finger transcription factor HAP1 (CYP1 activatory protein) (Heme activator protein 1)	HAP1 CYP1 YLR256W L9672.1	1502	UP000002311: Chromosome XII
YLR258W	P27472	GYS2_YEAST	reviewed	Glycogen [starch] synthase isoform 2 (EC 2.4.1.11)	GSY2 YLR258W L8479.8	705	UP000002311: Chromosome XII
YLR259C	P19882	HSP60_YEAST	reviewed	Heat shock protein 60, mitochondrial (CPN60) (P66) (Stimulator factor I 66 kDa component)	HSP60 MIF4 YLR259C L8479.10	572	UP000002311: Chromosome XII
YLR263W	P14291	RED1_YEAST	reviewed	Protein RED1 (Reductional division protein 1)	RED1 YLR263W L8479.6	827	UP000002311: Chromosome XII
YLR268W	P22214	SEC22_YEAST	reviewed	Protein transport protein SEC22 (Suppressor of loss of YPT1 protein 2)	SEC22 SLY2 TSL26 YLR268W L8479.3	214	UP000002311: Chromosome XII
YLR274W	P29496	MCM5_YEAST	reviewed	Minichromosome maintenance protein 5 (EC 3.6.4.12) (Cell division control protein 46)	MCM5 CDC46 YLR274W L9328.1	775	UP000002311: Chromosome XII
YLR277C	Q06224	YSH1_YEAST	reviewed	Endoribonuclease YSH1 (EC 3.1.27.-) (Yeast 73 kDa homolog 1) (mRNA 3'-end-processing protein YSH1)	YSH1 BRR5 YLR277C	779	UP000002311: Chromosome XII
YLR288C	Q02574	MEC3_YEAST	reviewed	DNA damage checkpoint control protein MEC3	MEC3 PIP3 PSO9 YLR288C L8003.15	474	UP000002311: Chromosome XII
YLR292C	P39742	SEC72_YEAST	reviewed	Translocation protein SEC72 (Sec62/63 complex 23 kDa subunit) (p23)	SEC72 SEC67 SIM2 YLR292C L8003.18	193	UP000002311: Chromosome XII
YLR293C	P32835	GSP1_YEAST	reviewed	GTP-binding nuclear protein GSP1/CNR1 (Chromosome stability protein 17) (GTPase Ran homolog) (Genetic suppressor of PRP20-1)	GSP1 CNR1 CST17 YLR293C L8003.19	219	UP000002311: Chromosome XII
YLR310C	P04821	CDC25_YEAST	reviewed	Cell division control protein 25	CDC25 CTN1 YLR310C L2142.6	1589	UP000002311: Chromosome XII
YLR313C	Q06160	SPH1_YEAST	reviewed	Protein SPH1 (SPA2 homolog 1)	SPH1 YLR313C	661	UP000002311: Chromosome XII
YLR314C	P32457	CDC3_YEAST	reviewed	Cell division control protein 3	CDC3 YLR314C L8543.7	520	UP000002311: Chromosome XII
YLR318W	Q06163	TERT_YEAST	reviewed	Telomerase reverse transcriptase (EC 2.7.7.49) (Telomerase catalytic subunit)	EST2 YLR318W L8543.12	884	UP000002311: Chromosome XII
YLR319C	P41697	BUD6_YEAST	reviewed	Bud site selection protein 6 (Actin-interacting protein 3)	BUD6 AIP3 YLR319C L8543.5	788	UP000002311: Chromosome XII
YLR321C	Q06168	SFH1_YEAST	reviewed	Chromatin structure-remodeling complex subunit SFH1 (RSC complex subunit SFH1) (SNF5 homolog 1)	SFH1 YLR321C L8543.4	426	UP000002311: Chromosome XII
YLR335W	P32499	NUP2_YEAST	reviewed	Nucleoporin NUP2 (Nuclear pore protein NUP2) (p95)	NUP2 YLR335W L8300.9	720	UP000002311: Chromosome XII
YLR337C	P37370	VRP1_YEAST	reviewed	Verprolin	VRP1 END5 MDP2 YLR337C L8300.13	817	UP000002311: Chromosome XII
YLR342W	P38631	FKS1_YEAST	reviewed	1,3-beta-glucan synthase component FKS1 (EC 2.4.1.34) (1,3-beta-D-glucan-UDP glucosyltransferase) (Calcineurin dependent protein 1) (Calcofluor white hypersensitivity protein 53) (Echinocandin target gene protein 1) (FK506 sensitivity protein 1) (Glucan synthase of cerevisiae protein 1) (Papulacandin B resistance protein 1)	FKS1 CND1 CWH53 ETG1 GLS1 GSC1 PBR1 YLR342W L8300.6	1876	UP000002311: Chromosome XII
YLR347C	Q06142	IMB1_YEAST	reviewed	Importin subunit beta-1 (Importin-95) (Karyopherin subunit beta-1) (Karyopherin-95)	KAP95 YLR347C L8300.15	861	UP000002311: Chromosome XII
YLR360W	Q05919	VPS38_YEAST	reviewed	Vacuolar protein sorting-associated protein 38	VPS38 VPL17 YLR360W L8039.11	439	UP000002311: Chromosome XII
YLR362W	P23561	STE11_YEAST	reviewed	Serine/threonine-protein kinase STE11 (EC 2.7.11.25)	STE11 YLR362W L8039.10	717	UP000002311: Chromosome XII
YLR367W	Q3E7Y3	RS22B_YEAST	reviewed	40S ribosomal protein S22-B (RP50) (S24) (Small ribosomal subunit protein uS8-B) (YP58) (YS22)	RPS22B RPS24B YLR367W L8039.6	130	UP000002311: Chromosome XII
YLR371W	P51862	ROM2_YEAST	reviewed	RHO1 GDP-GTP exchange protein 2	ROM2 YLR371W L8039.3	1356	UP000002311: Chromosome XII
YLR378C	P32915	SC61A_YEAST	reviewed	Protein transport protein SEC61 (Sec61 complex subunit SEC61) (Sec61 complex subunit alpha)	SEC61 YLR378C L3502.5	480	UP000002311: Chromosome XII
YLR381W	Q12748	CENPI_YEAST	reviewed	Inner kinetochore subunit CTF3 (CENP-I homolog) (Chromosome loss protein 3) (Chromosome transmission fidelity protein 3) (Constitutive centromere-associated network protein CTF3)	CTF3 CHL3 YLR381W	733	UP000002311: Chromosome XII
YLR396C	P20795	VPS33_YEAST	reviewed	Vacuolar protein sorting-associated protein 33 (Protein SLP1) (Vacuolar morphogenesis protein 5)	VPS33 SLP1 VAM5 YLR396C L8084.15	691	UP000002311: Chromosome XII
YLR417W	Q06696	VPS36_YEAST	reviewed	Vacuolar protein-sorting-associated protein 36 (ESCRT-II complex subunit VPS36)	VPS36 GRD12 VAC3 VPL11 YLR417W	566	UP000002311: Chromosome XII
YLR423C	Q06410	ATG17_YEAST	reviewed	Autophagy-related protein 17	ATG17 APG17 YLR423C	417	UP000002311: Chromosome XII
YLR433C	P23287	PP2B1_YEAST	reviewed	Serine/threonine-protein phosphatase 2B catalytic subunit A1 (EC 3.1.3.16) (Calcineurin A1) (Calmodulin-binding protein 1)	CNA1 CMP1 YLR433C L9753.6	553	UP000002311: Chromosome XII
YLR442C	P06701	SIR3_YEAST	reviewed	Regulatory protein SIR3 (Silent information regulator 3)	SIR3 CMT1 MAR2 STE8 YLR442C L9753.10	978	UP000002311: Chromosome XII
YLR450W	P12684	HMDH2_YEAST	reviewed	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2 (HMG-CoA reductase 2) (EC 1.1.1.34)	HMG2 YLR450W L9324.2	1045	UP000002311: Chromosome XII
YLR452C	P11972	SST2_YEAST	reviewed	Protein SST2	SST2 YLR452C L9324.9	698	UP000002311: Chromosome XII
YML007W	P19880	AP1_YEAST	reviewed	AP-1-like transcription factor YAP1 (Phenanthroline resistance protein PAR1) (Pleiotropic drug resistance protein PDR4)	YAP1 PAR1 PDR4 SNQ3 YML007W YM9571.12	650	UP000002311: Chromosome XIII
YML026C	P0CX56	RS18B_YEAST	reviewed	40S ribosomal protein S18-B (Small ribosomal subunit protein uS13-B)	RPS18B YML026C	146	UP000002311: Chromosome XIII
YML032C	P06778	RAD52_YEAST	reviewed	DNA repair and recombination protein RAD52	RAD52 YML032C	471	UP000002311: Chromosome XIII
YML043C	Q04712	RRN11_YEAST	reviewed	RNA polymerase I-specific transcription initiation factor RRN11	RRN11 YML043C YM9827.09C	507	UP000002311: Chromosome XIII
YML051W	P04387	GAL80_YEAST	reviewed	Galactose/lactose metabolism regulatory protein GAL80	GAL80 YML051W YM9827.01 YM9958.12	435	UP000002311: Chromosome XIII
YML055W	Q04969	SPC2_YEAST	reviewed	Signal peptidase complex subunit SPC2 (Microsomal signal peptidase subunit 2)	SPC2 SPY1 YML055W YM9958.07	178	UP000002311: Chromosome XIII
YML057W	P14747	PP2B2_YEAST	reviewed	Serine/threonine-protein phosphatase 2B catalytic subunit A2 (EC 3.1.3.16) (Calcineurin A2) (Calmodulin-binding protein 2)	CMP2 CNA2 YML057W YM9958.05	604	UP000002311: Chromosome XIII
YML058W	Q04964	SML1_YEAST	reviewed	Ribonucleotide reductase inhibitor protein SML1	SML1 YML058W YM9958.04	104	UP000002311: Chromosome XIII
YML064C	P38987	TEM1_YEAST	reviewed	Protein TEM1	TEM1 YML064C	245	UP000002311: Chromosome XIII
YML065W	P54784	ORC1_YEAST	reviewed	Origin recognition complex subunit 1 (Origin recognition complex 120 kDa subunit)	ORC1 YML065W	914	UP000002311: Chromosome XIII
YML067C	Q04651	ERV41_YEAST	reviewed	ER-derived vesicles protein ERV41	ERV41 YML067C	352	UP000002311: Chromosome XIII
YML069W	Q04636	POB3_YEAST	reviewed	FACT complex subunit POB3 (Facilitates chromatin transcription complex subunit POB3)	POB3 YML069W	552	UP000002311: Chromosome XIII
YML077W	Q03630	BET5_YEAST	reviewed	Trafficking protein particle complex subunit BET5 (TRAPP subunit BET5) (Transport protein particle 18 kDa subunit)	BET5 YML077W	159	UP000002311: Chromosome XIII
YML088W	Q04511	UFO1_YEAST	reviewed	Ubiquitin ligase complex F-box protein UFO1	UFO1 YML088W	668	UP000002311: Chromosome XIII
YML092C	P23639	PSA2_YEAST	reviewed	Proteasome subunit alpha type-2 (EC 3.4.25.1) (Macropain subunit Y7) (Multicatalytic endopeptidase complex subunit Y7) (Proteasome component Y7) (Proteinase YSCE subunit 7)	PRE8 PRS4 YML092C	250	UP000002311: Chromosome XIII
YML094W	Q04493	PFD5_YEAST	reviewed	Prefoldin subunit 5 (Genes involved in microtubule biogenesis protein 5) (Gim complex subunit 5) (GimC subunit 5)	GIM5 PFD5 YML094W	163	UP000002311: Chromosome XIII
YML095C	P06838	RAD10_YEAST	reviewed	DNA repair protein RAD10	RAD10 YML095C	210	UP000002311: Chromosome XIII
YML099C	P05085	ARGR2_YEAST	reviewed	Arginine metabolism regulation protein II (Arginine-requiring protein 81)	ARG81 ARGR2 YML099C	880	UP000002311: Chromosome XIII
YML100W	P38427	TSL1_YEAST	reviewed	Trehalose synthase complex regulatory subunit TSL1 (Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 123 kDa subunit)	TSL1 YML100W	1098	UP000002311: Chromosome XIII
YML103C	P52593	NU188_YEAST	reviewed	Nucleoporin NUP188 (Nuclear pore protein NUP188)	NUP188 YML103C	1655	UP000002311: Chromosome XIII
YML109W	P54786	ZDS2_YEAST	reviewed	Protein ZDS2	ZDS2 MCS1 YML109W YM8339.10	942	UP000002311: Chromosome XIII
YML112W	P46963	CTK3_YEAST	reviewed	CTD kinase subunit gamma (CTDK-I gamma subunit) (CTD kinase 32 kDa subunit) (CTD kinase subunit 3)	CTK3 YML112W YM8339.07	296	UP000002311: Chromosome XIII
YML114C	Q03750	TAF8_YEAST	reviewed	Transcription initiation factor TFIID subunit 8 (TAFII-65) (TBP-associated factor 65 kDa) (TBP-associated factor 8)	TAF8 TAF65 YML114C YM8339.05C	510	UP000002311: Chromosome XIII
YML115C	P23642	VAN1_YEAST	reviewed	Mannan polymerase I complex VAN1 subunit (M-pol I subunit VAN1) (Vanadate resistance protein)	VAN1 VRG7 YML115C YM8339.04C	535	UP000002311: Chromosome XIII
YMR001C	P32562	CDC5_YEAST	reviewed	Cell cycle serine/threonine-protein kinase CDC5/MSD2 (EC 2.7.11.21)	CDC5 MSD2 PKX2 YMR001C YM8270.03C	705	UP000002311: Chromosome XIII
YMR005W	P50105	TAF4_YEAST	reviewed	Transcription initiation factor TFIID subunit 4 (MPT-1) (TAF suppressor gene 2 protein) (TAFII-48) (TBP-associated factor 4) (TBP-associated factor 48 kDa)	TAF4 MPT1 TAF48 TSG2 YMR005W YM8270.07	388	UP000002311: Chromosome XIII
YMR022W	Q02159	UBC7_YEAST	reviewed	Ubiquitin-conjugating enzyme E2 7 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 7) (Ubiquitin carrier protein) (Ubiquitin-conjugating enzyme E2-18 kDa) (Ubiquitin-protein ligase)	UBC7 QRI8 YMR022W YM9711.12	165	UP000002311: Chromosome XIII
YMR023C	P32559	MSS1_YEAST	reviewed	tRNA modification GTPase MSS1, mitochondrial	MSS1 PET53 YMR023C YM9711.13C	526	UP000002311: Chromosome XIII
YMR028W	Q04372	TAP42_YEAST	reviewed	Type 2A phosphatase-associated protein 42	TAP42 YMR028W YM9711.18 YM9973.01C	366	UP000002311: Chromosome XIII
YMR032W	Q05080	CYK2_YEAST	reviewed	Cytokinesis protein 2 (Homolog of CDC15 protein 1)	HOF1 CYK2 YMR032W YM9973.05	669	UP000002311: Chromosome XIII
YMR035W	P46972	IMP2_YEAST	reviewed	Mitochondrial inner membrane protease subunit 2 (EC 3.4.21.-)	IMP2 YMR035W YM9973.09	177	UP000002311: Chromosome XIII
YMR038C	P40202	CCS1_YEAST	reviewed	Superoxide dismutase 1 copper chaperone	CCS1 LYS7 YMR038C YM9532.03C	249	UP000002311: Chromosome XIII
YMR042W	P07249	ARGR1_YEAST	reviewed	Arginine metabolism regulation protein I (Arginine-requiring protein 80)	ARG80 ARGR1 YMR042W YM9532.07	177	UP000002311: Chromosome XIII
YMR043W	P11746	MCM1_YEAST	reviewed	Pheromone receptor transcription factor (GRM/PRTF protein)	MCM1 FUN80 YMR043W YM9532.08	286	UP000002311: Chromosome XIII
YMR047C	Q02630	NU116_YEAST	reviewed	Nucleoporin NUP116/NSP116 (Nuclear pore protein NUP116/NSP116)	NUP116 NSP116 YMR047C YM9532.12C	1113	UP000002311: Chromosome XIII
YMR053C	P46679	STB2_YEAST	reviewed	Protein STB2	STB2 YMR053C YM9796.06C	850	UP000002311: Chromosome XIII
YMR055C	P26448	BUB2_YEAST	reviewed	Mitotic check point protein BUB2 (Cell cycle arrest protein BUB2)	BUB2 YMR055C YM9796.08C	306	UP000002311: Chromosome XIII
YMR078C	P49956	CTF18_YEAST	reviewed	Chromosome transmission fidelity protein 18	CTF18 CHL12 YMR078C YM9582.03C	741	UP000002311: Chromosome XIII
YMR080C	P30771	NAM7_YEAST	reviewed	ATP-dependent helicase NAM7 (EC 3.6.4.-) (Nonsense-mediated mRNA decay protein 1) (Nuclear accommodation of mitochondria 7 protein) (Up-frameshift suppressor 1)	NAM7 IFS2 MOF4 UPF1 YMR080C YM9582.05C	971	UP000002311: Chromosome XIII
YMR089C	P40341	YTA12_YEAST	reviewed	Mitochondrial respiratory chain complexes assembly protein YTA12 (EC 3.4.24.-) (Tat-binding homolog 12)	YTA12 RCA1 YMR089C YM9582.14C	825	UP000002311: Chromosome XIII
YMR091C	P32832	RSC7_YEAST	reviewed	Chromatin structure-remodeling complex subunit RSC7 (Nuclear protein localization protein 6) (Remodel the structure of chromatin complex subunit 7)	NPL6 RSC7 YMR091C YM9582.16C	435	UP000002311: Chromosome XIII
YMR094W	P35203	CBF3C_YEAST	reviewed	Centromere DNA-binding protein complex CBF3 subunit C (Chromosome transmission fidelity protein 13) (Kinetochore protein CTF13)	CTF13 CBF3C YMR094W YM6543.01 YM9582.19	478	UP000002311: Chromosome XIII
YMR095C	Q03144	SNO1_YEAST	reviewed	Pyridoxal 5'-phosphate synthase subunit SNO1 (EC 4.3.3.6) (PDX2 homolog 1) (Pdx2.1) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	SNO1 YMR095C YM6543.02C	224	UP000002311: Chromosome XIII
YMR106C	Q04437	KU80_YEAST	reviewed	ATP-dependent DNA helicase II subunit 2 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku80) (High affinity DNA-binding factor subunit 2) (Yeast Ku80)	YKU80 HDF2 YMR106C YM9718.05C	629	UP000002311: Chromosome XIII
YMR108W	P07342	ILVB_YEAST	reviewed	Acetolactate synthase catalytic subunit, mitochondrial (EC 2.2.1.6) (Acetohydroxy-acid synthase catalytic subunit) (AHAS) (ALS)	ILV2 SMR1 YMR108W YM9718.07	687	UP000002311: Chromosome XIII
YMR109W	Q04439	MYO5_YEAST	reviewed	Myosin-5 (Actin-dependent myosin-I MYO5) (Class I unconventional myosin MYO5) (Type I myosin MYO5)	MYO5 YMR109W YM9718.08	1219	UP000002311: Chromosome XIII
YMR117C	Q04477	SPC24_YEAST	reviewed	Kinetochore protein SPC24	SPC24 YMR117C YM9718.16C	213	UP000002311: Chromosome XIII
YMR121C	P54780	RL15B_YEAST	reviewed	60S ribosomal protein L15-B (L13) (Large ribosomal subunit protein eL15-B) (RP15R) (YL10) (YP18)	RPL15B RPL10B RPL13B YL10B YMR121C YM8564.03C	204	UP000002311: Chromosome XIII
YMR125W	P34160	NCBP1_YEAST	reviewed	Nuclear cap-binding protein complex subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit) (Glycolysis regulation protein 3) (Protein SUT1) (Suppressor of TOP1 protein)	STO1 CBC1 CBP80 GCR3 SUT1 YMR125W YM8564.07 YM9553.01	861	UP000002311: Chromosome XIII
YMR127C	P40963	SAS2_YEAST	reviewed	Histone acetyltransferase SAS2 (EC 2.3.1.48) (Something about silencing protein 2)	SAS2 ESO1 YMR127C YM9553.03C	338	UP000002311: Chromosome XIII
YMR139W	P38615	RIM11_YEAST	reviewed	Serine/threonine-protein kinase RIM11/MSD1 (EC 2.7.11.1) (Regulator of IME2 protein 11)	RIM11 GSK3 MDS1 YMR139W YM9375.08	370	UP000002311: Chromosome XIII
YMR143W	P0CX51	RS16A_YEAST	reviewed	40S ribosomal protein S16-A (RP61R) (Small ribosomal subunit protein uS9-A)	RPS16A RP61R YMR143W YM9375.12	143	UP000002311: Chromosome XIII
YMR150C	P28627	IMP1_YEAST	reviewed	Mitochondrial inner membrane protease subunit 1 (EC 3.4.21.-)	IMP1 PET2858 YMR150C YM9375.20C	190	UP000002311: Chromosome XIII
YMR159C	Q03818	ATG16_YEAST	reviewed	Autophagy protein 16 (Cytoplasm to vacuole targeting protein 11) (SAP18 homolog)	ATG16 APG15 APG16 CVT11 SAP18 YMR159C YM8520.08C	150	UP000002311: Chromosome XIII
YMR167W	P38920	MLH1_YEAST	reviewed	DNA mismatch repair protein MLH1 (MutL protein homolog 1) (Post meiotic segregation protein 2)	MLH1 PMS2 YMR167W YM8520.16	769	UP000002311: Chromosome XIII
YMR168C	P40969	CBF3B_YEAST	reviewed	Centromere DNA-binding protein complex CBF3 subunit B (Centromere protein 3)	CEP3 CBF3 CBF3B CSL1 YMR168C YM8520.17C	608	UP000002311: Chromosome XIII
YMR174C	P01094	IPA3_YEAST	reviewed	Protease A inhibitor 3 (Proteinase inhibitor I(A)3) (Proteinase yscA-inhibitor) (Saccharopepsin inhibitor)	PAI3 YMR174C YM8010.04C	68	UP000002311: Chromosome XIII
YMR186W	P15108	HSC82_YEAST	reviewed	ATP-dependent molecular chaperone HSC82 (82 kDa heat shock cognate protein) (Heat shock protein Hsp90 constitutive isoform)	HSC82 YMR186W YM8010.16	705	UP000002311: Chromosome XIII
YMR189W	P49095	GCSP_YEAST	reviewed	Glycine dehydrogenase (decarboxylating), mitochondrial (EC 1.4.4.2) (Glycine cleavage system P protein) (Glycine decarboxylase) (Glycine decarboxylase complex subunit P) (Glycine dehydrogenase (aminomethyl-transferring))	GCV2 GSD2 YMR189W YM9646.01	1034	UP000002311: Chromosome XIII
YMR190C	P35187	SGS1_YEAST	reviewed	ATP-dependent helicase SGS1 (EC 3.6.4.12) (Helicase TPS1)	SGS1 TPS1 YMR190C YM9646.02C	1447	UP000002311: Chromosome XIII
YMR192W	Q04322	GYL1_YEAST	reviewed	Probable GTPase-activating protein GYL1 (GYP5-like protein 1)	GYL1 APP2 YMR192W YM9646.04	720	UP000002311: Chromosome XIII
YMR197C	Q04338	VTI1_YEAST	reviewed	t-SNARE VTI1 (Qb-SNARE VTI1) (VPS10-interacting protein 1) (Vesicle transport v-SNARE protein VTI1)	VTI1 YMR197C YM9646.10C	217	UP000002311: Chromosome XIII
YMR198W	Q01649	CIK1_YEAST	reviewed	Spindle pole body-associated protein CIK1 (Chromosome instability and karyogamy protein 1)	CIK1 YMR198W YM9646.11	594	UP000002311: Chromosome XIII
YMR199W	P20437	CG11_YEAST	reviewed	G1/S-specific cyclin CLN1	CLN1 YMR199W YM9646.13	546	UP000002311: Chromosome XIII
YMR201C	P28519	RAD14_YEAST	reviewed	DNA repair protein RAD14	RAD14 YMR201C YM8325.02C	371	UP000002311: Chromosome XIII
YMR203W	P23644	TOM40_YEAST	reviewed	Mitochondrial import receptor subunit TOM40 (Mitochondrial import site protein ISP42) (Translocase of outer membrane 40 kDa subunit)	TOM40 ISP42 MOM38 YMR203W YM8325.04	387	UP000002311: Chromosome XIII
YMR205C	P16862	PFKA2_YEAST	reviewed	ATP-dependent 6-phosphofructokinase subunit beta (EC 2.7.1.11) (ATP-dependent 6-phosphofructokinase) (ATP-PFK) (Phosphofructokinase 2) (Phosphohexokinase)	PFK2 YMR205C YM8325.06C	959	UP000002311: Chromosome XIII
YMR213W	Q03654	CEF1_YEAST	reviewed	Pre-mRNA-splicing factor CEF1 (PRP nineteen-associated complex protein 85) (PRP19-associated complex protein 85)	CEF1 NTC85 YMR213W YM8261.07	590	UP000002311: Chromosome XIII
