GenomeID	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YIL084C	P40505	SDS3_YEAST	reviewed	Transcriptional regulatory protein SDS3 (Suppressor of defective silencing protein 3)	SDS3 YIL084C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	327
YIL085C	P40504	KTR7_YEAST	reviewed	Probable mannosyltransferase KTR7 (EC 2.4.1.-)	KTR7 YIL085C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	517
YIL092W	P40497	YIJ2_YEAST	reviewed	Uncharacterized protein YIL092W	YIL092W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633
YIL095W	P40494	PRK1_YEAST	reviewed	Actin-regulating kinase PRK1 (EC 2.7.11.1) (p53-regulating kinase 1)	PRK1 PAK1 YIL095W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	810
YIL103W	P40487	DPH1_YEAST	reviewed	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)	DPH1 YIL103W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	425
YIL104C	P40486	SHQ1_YEAST	reviewed	Protein SHQ1 (Small nucleolar RNAs of the box H/ACA family quantitative accumulation protein 1)	SHQ1 YIL104C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	507
YIL105C	P40485	SLM1_YEAST	reviewed	Phosphatidylinositol 4,5-bisphosphate-binding protein SLM1 (Synthetic lethal with MSS4 protein 1) (TORC2 effector protein SLM1)	SLM1 LIT2 YIL105C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	686
YIL106W	P40484	MOB1_YEAST	reviewed	DBF2 kinase activator protein MOB1 (MPS1 binder 1) (Maintenance of ploidy protein MOB1)	MOB1 YIL106W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314
YIL109C	P40482	SEC24_YEAST	reviewed	Protein transport protein SEC24 (Abnormal nuclear morphology 1)	SEC24 ANU1 YIL109C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	926
YIL112W	P40480	HOS4_YEAST	reviewed	Protein HOS4	HOS4 YIL112W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1083
YIL119C	P23250	RPI1_YEAST	reviewed	Negative RAS protein regulator protein	RPI1 YIL119C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	407
YIL122W	P40473	POG1_YEAST	reviewed	Transcriptional activator POG1 (Promoter of growth protein 1)	POG1 YIL122W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	351
YIL124W	P40471	AYR1_YEAST	reviewed	NADPH-dependent 1-acyldihydroxyacetone phosphate reductase (ADR) (EC 1.1.1.101) (1-acyl DHAP reductase) (Acyl/alkyl DHAP reductase) (Acylglycerone-phosphate reductase)	AYR1 YIL124W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	297
YIL128W	P40469	MET18_YEAST	reviewed	DNA repair/transcription protein MET18/MMS19 (Methyl methanesulfonate-sensitivity protein 19)	MET18 MMS19 YIL128W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1032
YIL132C	P40465	CSM2_YEAST	reviewed	Chromosome segregation in meiosis protein 2	CSM2 YIL132C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213
YIL144W	P40460	NDC80_YEAST	reviewed	Kinetochore protein NDC80 (80 kDa spindle component protein) (Nuclear division cycle protein 80) (Two-hybrid interaction with DMC1 protein 3)	NDC80 HEC1 TID3 YIL144W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	691
YIL150C	P32354	MCM10_YEAST	reviewed	Minichromosome maintenance protein 10 (Protein DNA43)	MCM10 DNA43 YIL150C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	571
YIL151C	P40456	ESL1_YEAST	reviewed	EST/SMG-like protein 1	ESL1 YIL151C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1118
YIL152W	P40455	YIP2_YEAST	reviewed	Uncharacterized protein YIL152W	YIL152W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	235
YIL153W	P40454	PTPA1_YEAST	reviewed	Serine/threonine-protein phosphatase 2A activator 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase PTPA-1) (PPIase PTPA-1) (Rotamase PTPA-1) (Phosphotyrosyl phosphatase activator 1)	RRD1 NCS1 YPA1 YIL153W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393
YIL160C	P27796	THIK_YEAST	reviewed	3-ketoacyl-CoA thiolase, peroxisomal (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase) (Peroxisomal 3-oxoacyl-CoA thiolase)	POT1 FOX3 POX3 YIL160C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	417
YIL162W	P00724	INV2_YEAST	reviewed	Invertase 2 (EC 3.2.1.26) (Beta-fructofuranosidase 2) (Saccharase)	SUC2 YIL162W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	532
YIL163C	P40448	YIQ3_YEAST	reviewed	Uncharacterized protein YIL163C	YIL163C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	117
YIL172C	P0CW40	MALX2_YEAST	reviewed	Oligo-1,6-glucosidase IMA3 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 3)	IMA3 YIL172C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	589
YIR001C	P40561	SGN1_YEAST	reviewed	RNA-binding protein SGN1	SGN1 RBP29 YIR001C YIB1C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250
YIR003W	P40563	AIM21_YEAST	reviewed	Altered inheritance of mitochondria protein 21	AIM21 YIR003W YIB3W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	679
YIR005W	P40565	IST3_YEAST	reviewed	U2 snRNP component IST3 (Increased sodium tolerance protein 3) (U2 snRNP protein SNU17)	IST3 SNU17 YIR005W YIB5W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	148
YIR015W	P40571	RPR2_YEAST	reviewed	Ribonuclease P protein subunit RPR2 (EC 3.1.26.5) (RNA-processing protein RPR2) (RNase P 16.4 kDa subunit)	RPR2 YIR015W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	144
YIR016W	P40572	YIT6_YEAST	reviewed	Uncharacterized protein YIR016W	YIR016W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265
YIR017C	P40573	MET28_YEAST	reviewed	Transcriptional activator of sulfur metabolism MET28 (Methionine-requiring protein 28)	MET28 YIR017C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	187
YIR018W	P40574	YAP5_YEAST	reviewed	AP-1-like transcription factor YAP5	YAP5 YIR018W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	245
YIR024C	P40576	INA22_YEAST	reviewed	Inner membrane assembly complex subunit 22 (INA complex 22 kDa subunit)	INA22 YIR024C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	216
YIR025W	P40577	MND2_YEAST	reviewed	Anaphase-promoting complex subunit MND2 (Meiotic nuclear division protein 2)	MND2 YIR025W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	368
YIR032C	P32459	ALLA_YEAST	reviewed	Ureidoglycolate lyase (EC 4.3.2.3) (Degradation of allantoin protein 3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)	DAL3 YIR032C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	195
YIR033W	P40578	MGA2_YEAST	reviewed	Protein MGA2	MGA2 YIR033W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1113
YIR034C	P38998	LYS1_YEAST	reviewed	Saccharopine dehydrogenase [NAD(+), L-lysine-forming] (SDH) (EC 1.5.1.7) (Lysine--2-oxoglutarate reductase)	LYS1 YIR034C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	373
YIR035C	P40579	YIV5_YEAST	reviewed	Uncharacterized oxidoreductase YIR035C (EC 1.-.-.-)	YIR035C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	254
YIR036C	P40580	BZRD_YEAST	reviewed	Benzil reductase ((S)-benzoin forming) IRC24 (EC 1.1.1.320) (Increased recombination centers protein 24)	IRC24 YIR036C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	263
YIR037W	P40581	GPX3_YEAST	reviewed	Glutathione peroxidase-like peroxiredoxin HYR1 (EC 1.11.1.24) (Glutathione peroxidase homolog 3) (GPx 3) (Hydrogen peroxide resistance protein 1) (Oxidant receptor peroxidase 1) (Phospholipid hydroperoxide glutathione peroxidase 3) (PHGPx3)	HYR1 GPX3 ORP1 YIR037W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	163
YIR038C	P40582	GST1_YEAST	reviewed	Glutathione S-transferase 1 (EC 2.5.1.18) (GST-I)	GTT1 YIR038C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	234
YIR044C	P40588	YIW4_YEAST	reviewed	Putative uncharacterized protein YIR044C	YIR044C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	61
YJL001W	P38624	PSB1_YEAST	reviewed	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit PRE3) (Multicatalytic endopeptidase complex subunit PRE3) (Proteasome component PRE3) (Proteinase YSCE subunit PRE3)	PRE3 YJL001W J1407	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	215
YJL006C	P46962	CTK2_YEAST	reviewed	CTD kinase subunit beta (CTDK-I subunit beta) (CTD kinase 38 kDa subunit) (CTD kinase subunit 2)	CTK2 YJL006C J1390	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	323
YJL011C	P47076	RPC9_YEAST	reviewed	DNA-directed RNA polymerase III subunit RPC9 (RNA polymerase III subunit C9) (RNA polymerase III subunit C17)	RPC17 YJL011C J1349	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161
YJL013C	P47074	MAD3_YEAST	reviewed	Spindle assembly checkpoint component MAD3 (Mitotic MAD3 protein)	MAD3 YJL013C J1341	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	515
YJL019W	P47069	MPS3_YEAST	reviewed	Spindle pole body assembly component MPS3 (98 kDa nuclear envelope protein) (Monopolar spindle protein 3)	MPS3 NEP98 YJL019W J1310 J1315 YJL018W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	682
YJL025W	P40992	RRN7_YEAST	reviewed	RNA polymerase I-specific transcription initiation factor RRN7	RRN7 YJL025W J1273	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	514
YJL030W	P40958	MAD2_YEAST	reviewed	Mitotic spindle checkpoint component MAD2 (Mitotic MAD2 protein)	MAD2 YJL030W J1256	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	196
YJL031C	Q00618	PGTA_YEAST	reviewed	Geranylgeranyl transferase type-2 subunit alpha (EC 2.5.1.60) (GGTase-II-alpha) (Geranylgeranyl transferase type II subunit alpha) (PGGT) (Type II protein geranyl-geranyltransferase subunit alpha) (YPT1/SEC4 proteins geranylgeranyltransferase subunit alpha)	BET4 YJL031C J1254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	327
YJL036W	P47057	SNX4_YEAST	reviewed	Sorting nexin-4 (Autophagy-related protein 24) (Cytoplasm to vacuole targeting protein 13)	SNX4 ATG24 CVT13 YJL036W J1244	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
YJL039C	P47054	NU192_YEAST	reviewed	Nucleoporin NUP192 (Nuclear pore protein NUP192)	NUP192 YJL039C J1216	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1683
YJL041W	P14907	NSP1_YEAST	reviewed	Nucleoporin NSP1 (Nuclear pore protein NSP1) (Nucleoskeletal-like protein) (p110)	NSP1 YJL041W J1207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	823
YJL047C	P47050	CUL8_YEAST	reviewed	Cullin-8 (Cullin-C) (Regulator of Ty1 transposition protein 101)	RTT101 CUL8 YJL047C J1166	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	842
YJL048C	P47049	UBX6_YEAST	reviewed	UBX domain-containing protein 6	UBX6 YJL048C J1164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	396
YJL056C	P47043	ZAP1_YEAST	reviewed	Zinc-responsive transcriptional regulator ZAP1	ZAP1 YJL056C J1145	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	880
YJL057C	P47042	IKS1_YEAST	reviewed	Probable serine/threonine-protein kinase IKS1 (EC 2.7.11.1) (IRA1 kinase suppressor 1)	IKS1 YJL057C J1143	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	667
YJL058C	P47041	BIT61_YEAST	reviewed	Target of rapamycin complex 2 subunit BIT61 (TORC2 subunit BIT61) (61 kDa binding partner of TOR2 protein)	BIT61 YJL058C J1141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	543
YJL061W	P40368	NUP82_YEAST	reviewed	Nucleoporin NUP82 (Nuclear pore protein NUP82)	NUP82 YJL061W HRB187 J1135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	713
YJL064W	P47038	YJG4_YEAST	reviewed	Putative uncharacterized protein YJL064W	YJL064W HRC131 J1120	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131
YJL065C	P40366	DLS1_YEAST	reviewed	Protein DLS1 (DPB3-like subunit of ISW2 complex 1)	DLS1 YJL065C HRD167 J1115	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	167
YJL068C	P40363	SFGH_YEAST	reviewed	S-formylglutathione hydrolase (FGH) (EC 3.1.2.12)	YJL068C HRE299 J1102	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	299
YJL069C	P40362	UTP18_YEAST	reviewed	U3 small nucleolar RNA-associated protein 18 (U3 snoRNA-associated protein 18) (U three protein 18)	UTP18 YJL069C HRE594 J1098	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	594
YJL070C	P40361	YJH0_YEAST	reviewed	Inactive deaminase YJL070C	YJL070C HRD888 J1095	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	888
YJL072C	P40359	PSF2_YEAST	reviewed	DNA replication complex GINS protein PSF2 (Partner of Sld five 2)	PSF2 YJL072C HRF213 J1086	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213
YJL075C	P47036	APQ13_YEAST	reviewed	Putative uncharacterized protein APQ13	APQ13 YJL075C J1044	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	138
YJL083W	P47030	TAX4_YEAST	reviewed	Protein TAX4	TAX4 YJL083W J1002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604
YJL084C	P47029	ALY2_YEAST	reviewed	Arrestin-related trafficking adapter 3 (Arrestin-like protein 2)	ALY2 ART3 YJL084C J0934	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1046
YJL085W	P19658	EXO70_YEAST	reviewed	Exocyst complex component EXO70 (Exocyst complex protein of 70 kDa)	EXO70 YJL085W J0932	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	623
YJL086C	P47028	YJI6_YEAST	reviewed	Putative uncharacterized protein YJL086C	YJL086C J0930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122
YJL088W	P05150	OTC_YEAST	reviewed	Ornithine carbamoyltransferase (EC 2.1.3.3) (Ornithine transcarbamylase) (OTCase)	ARG3 YJL088W J0924	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	338
YJL090C	P47027	DPB11_YEAST	reviewed	DNA replication regulator DPB11	DPB11 YJL090C J0918	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	764
YJL092W	P12954	SRS2_YEAST	reviewed	ATP-dependent DNA helicase SRS2 (EC 3.6.4.12)	SRS2 HPR5 RADH YJL092W J0913	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1174
YJL097W	P40857	HACD_YEAST	reviewed	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase PHS1 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase PHS1) (HACD) (PTPLA homolog involved in sphingolipid biosynthesis protein 1)	PHS1 YJL097W J0902	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	217
YJL100W	P42951	LSB6_YEAST	reviewed	Phosphatidylinositol 4-kinase LSB6 (PI4-kinase) (PtdIns-4-kinase) (EC 2.7.1.67) (LAS seventeen-binding protein 6) (LAS17-binding protein 6)	LSB6 YJL100W J0834	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	607
YJL103C	P42950	GSM1_YEAST	reviewed	Glucose starvation modulator protein 1	GSM1 YJL103C J0824	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	618
YJL104W	P42949	TIM16_YEAST	reviewed	Mitochondrial import inner membrane translocase subunit TIM16 (Presequence translocated-associated motor subunit PAM16)	PAM16 TIM16 YJL104W J0822	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	149
YJL110C	P42944	GZF3_YEAST	reviewed	Protein GZF3	GZF3 YJL110C J0806	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
YJL112W	P47025	MDV1_YEAST	reviewed	Mitochondrial division protein 1 (Mitochondria fission 2 protein)	MDV1 FIS2 GAG3 NET2 YJL112W J0802	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	714
YJL117W	P46956	PHO86_YEAST	reviewed	Inorganic phosphate transporter PHO86	PHO86 YJL117W J0744	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	311
YJL121C	P46969	RPE_YEAST	reviewed	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (RPE)	RPE1 EPI1 POS18 YJL121C J0731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	238
YJL124C	P47017	LSM1_YEAST	reviewed	Sm-like protein LSm1 (SPB8 protein)	LSM1 SPB8 YJL124C J0714	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	172
YJL125C	P46959	TRM61_YEAST	reviewed	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61 (EC 2.1.1.220) (General control non-derepressible protein 14) (Protein GCD14) (tRNA(m1A58)-methyltransferase subunit TRM61) (tRNA(m1A58)MTase subunit TRM61)	GCD14 TRM61 YJL125C J0710	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	383
YJL134W	P47013	DS1P1_YEAST	reviewed	Dihydrosphingosine 1-phosphate phosphatase LCB3 (EC 3.1.3.-) (Long-chain base protein 3) (Sphingolipid resistance protein 2)	LCB3 LBP1 YSR2 YJL134W J0671	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	409
YJL135W	P47012	YJN5_YEAST	reviewed	Putative uncharacterized protein YJL135W	YJL135W J0666	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	105
YJL137C	P47011	GLG2_YEAST	reviewed	Glycogenin-2 (EC 2.4.1.186) (Glycogen synthesis initiator protein 2) (Glycogenin glucosyltransferase 2)	GLG2 YJL137C J0663	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	380
YJL138C	P10081	IF4A_YEAST	reviewed	ATP-dependent RNA helicase eIF4A (EC 3.6.4.13) (Eukaryotic initiation factor 4A) (eIF-4A) (Stimulator factor I 37 kDa component) (Translation initiation factor 1/2) (p37)	TIF1 TIF41A YKR059W; TIF2 TIF41B YJL138C J0660	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	395
YJL141C	P14680	YAK1_YEAST	reviewed	Dual specificity protein kinase YAK1 (EC 2.7.12.1)	YAK1 YJL141C J0652	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	807
YJL145W	P47008	SFH5_YEAST	reviewed	Phosphatidylinositol transfer protein SFH5 (PITP SFH5) (SEC14 homolog 5)	SFH5 YJL145W J0644	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	294
YJL151C	P14359	SNA3_YEAST	reviewed	Protein SNA3	SNA3 YJL151C J0630	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	133
YJL153C	P11986	INO1_YEAST	reviewed	Inositol-3-phosphate synthase (MIP synthase) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (IPS) (MI-1-P synthase)	INO1 YJL153C J0610	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	533
YJL154C	P34110	VPS35_YEAST	reviewed	Vacuolar protein sorting-associated protein 35 (Vacuolar protein-targeting protein 7)	VPS35 VPT7 YJL154C J0580	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	944
YJL155C	P32604	F26_YEAST	reviewed	Fructose-2,6-bisphosphatase (EC 3.1.3.46)	FBP26 YJL155C J0575	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452
YJL157C	P21268	FAR1_YEAST	reviewed	Cyclin-dependent kinase inhibitor FAR1 (CKI FAR1) (Factor arrest protein)	FAR1 YJL157C J0565	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	830
YJL160C	P46999	PIR5_YEAST	reviewed	Cell wall protein PIR5 (Protein with internal repeats 5)	PIR5 YJL160C J0555	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	287
YJL162C	P46997	JJJ2_YEAST	reviewed	J protein JJJ2	JJJ2 YJL162C J0549	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	583
YJL164C	P06244	KAPA_YEAST	reviewed	cAMP-dependent protein kinase type 1 (PKA 1) (EC 2.7.11.11) (CDC25-suppressing protein kinase) (PK-25)	TPK1 PKA1 SRA3 YJL164C J0541	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	397
YJL173C	P26755	RFA3_YEAST	reviewed	Replication factor A protein 3 (RF-A) (Replication protein A 13 kDa subunit)	RFA3 YJL173C J0506	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	122
YJL178C	P46989	ATG27_YEAST	reviewed	Autophagy-related protein 27 (Enhancer of VPS34 missorting protein 1)	ATG27 ETF1 YJL178C J0490	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	271
YJL180C	P22135	ATP12_YEAST	reviewed	Protein ATP12, mitochondrial	ATP12 YJL180C J0486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	325
YJL183W	P46985	MNN11_YEAST	reviewed	Probable alpha-1,6-mannosyltransferase MNN11 (EC 2.4.1.-) (Mannan polymerase II complex MNN11 subunit) (M-Pol II subunit MNN11)	MNN11 YJL183W J0425	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	422
YJL184W	P46984	GON7_YEAST	reviewed	EKC/KEOPS complex subunit GON7 (Low-dye-binding protein 6) (Polarized growth chromatin-associated controller 2)	GON7 LDB6 PCC2 YJL184W J0420	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	123
YJL185C	P46983	ATG36_YEAST	reviewed	Autophagy-related protein 36	ATG36 YJL185C J0415	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	293
YJL187C	P32944	SWE1_YEAST	reviewed	Mitosis inhibitor protein kinase SWE1 (EC 2.7.11.1) (Wee1 homolog)	SWE1 YJL187C J0406	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	819
YJL189W	P04650	RL39_YEAST	reviewed	60S ribosomal protein L39 (L46) (Large ribosomal subunit protein eL39) (YL40)	RPL39 RPL46 SPB2 YJL189W J0360	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	51
YJL199C	P39534	MBB1_YEAST	reviewed	Uncharacterized protein MBB1	MBB1 YJL199C J0334	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	108
